1:Shuffled,2:Ascended,3:Descended
TESTCASENAME,TOTALTIME,TOTALTIMEIT
testcase_1000_1,0.002255,0.0022562199737876654
testcase_1000_2,0.0021,0.0021212020656093955
testcase_1000_3,0.003253,0.00326027802657336
testcase_10000_1,0.040884,0.04089306993409991
testcase_10000_2,0.057623,0.05762872891500592
testcase_10000_3,0.09548,0.09548609692137688
testcase_100000_1,0.512933,0.5129259719979018
testcase_100000_2,0.472161,0.47215490404050797
testcase_100000_3,0.467685,0.46767947799526155
