1:Shuffled,2:Ascended,3:Descended
TESTCASENAME,TOTALTIME,TOTALTIMEIT
testcase_1000_1,0.035575,0.0355798089876771
testcase_1000_2,0.035918,0.03592376597225666
testcase_1000_3,0.133004,0.1330083570210263
testcase_10000_1,3.929222,3.9291209200164303
testcase_10000_2,4.408295,4.4081820739666
testcase_10000_3,3.809042,3.808944780030288
testcase_100000_1,631.812897,631.7956459310371
testcase_100000_2,505.773521,505.7827303609811
testcase_100000_3,550.6265,550.6172073339112
