1:Shuffled,2:Ascended,3:Descended
TESTCASENAME,TOTALTIME,TOTALTIMEIT
testcase_1000_1,0.004833,0.004835954052396119
testcase_1000_2,0.001749,0.0017535330262035131
testcase_1000_3,0.003641,0.003648199955932796
testcase_10000_1,0.083266,0.08327006897889078
testcase_10000_2,0.029085,0.02909150393679738
testcase_10000_3,0.052331,0.05233964300714433
testcase_100000_1,1.666031,1.665992637979798
testcase_100000_2,0.508596,0.5085900590056553
testcase_100000_3,0.860756,0.8607391399564222
